"product.productId","product.title","product.price","review.userId","review.profileName","review.score","review.summary","review.text","word_scores","compound","pos","neu","neg","but_count","Num_Exclamations","Num_Characters","Num_Words"
"B0002406NK","Nature's Way Oregano Oil","11.57","A1335269OYXNPS","onleading",4,"Did you know? Oregano delivers more antioxidants than blueberries, oranges or apples","My personal physician recommended it and I bought at goo.gl/wa7AI ,with $10 off and free samples. Great stuff!!!!!I was told the enormous benifit of Oregano: it is one of the most powerful healing herbs and natural anti-biotics ever studied. It has been found in a recent study to be significantly better than all of the 18 currently used anti-biotics in the treatment of MRSA staph infections. The strong phenol anti-oxidants destroy pathogenic bacteria, viruses and yeasts. This super herb is very rich in anti-oxidant phytochemical flavonoids and phenolic acids. It is the third highest herb in oxygen radical absorbancy capacity (ORAC) with an impressive score of 200,129. The USDA ranks oregano's antioxidant capacity anywhere from 3 to 20 times higher than any other herb.You can see 2 bottles Oreganol P73 in my fridge. Wowww ... this oregano oil is just the best, it works miraculously! I had discomfort and dryness in my throat, then I took a couple drops of this oil in a tablespoon of water and drank it. This oil healed and soothed my throat almost instantly, and feel great up to now. Another time I felt my body so aching, then I took this oil in the same way - it set me free and felt great just in seconds. This oil is fantastic!!! I also have used oregano as emergency medicine to completely eliminate digestive distress after eating what I found out was contaminated food.","{0, 0, 0, 0.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.3, 0, 3.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.093, 0, 0, 0, 1.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.3, 0, 0, -2.5, 0, 0, 0, 0, 0, 0, 2.9, 0, 0, 0, 2.893, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.2, 0, 0, 0, 0, 0, -1.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 0, 0, 0, 0, 0, 0, 3.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.493, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.3, 0, 0, 3.1, 0, 0, 0, 0, 0, 0, 2.6, 0, 0, 0, 0, 0, 0, -1.6, 0, 0, 0, 0, 0, -2.6637, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.99,0.188,0.757,0.056,0,9,1390,243
"B0002406NK","Nature's Way Oregano Oil","11.57","A2HXRACDDPQMN4","Sydney",2,"Not Sure This Actually Works","I tried this brand of oil of oregano when the brand I usually buy only had the huge bottle available and I found that out of my price range.I wish I had splurged, though, because I don't think this product actually did anything; I didn't notice a difference in how i was feeling. I think it's worth it to buy the Gaia brand Oil of Oregano, instead.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 0, 0, 0, 0.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.751,0.118,0.882,0,0,0,348,67
"B0002406NK","Nature's Way Oregano Oil","11.57","A1076UA29SK59D","Jess ""The Librarian""",4,"Good stuff!","I take this daily and it seems to have assisted with my acne and other health complaints. A higher dose helped considerably with the common cold (along with taking Vitamin C and garlic); the extra immune system boost helped me get over it within 2 days as opposed to the usual 5 with garlic/C. I cut one vcap open to help with a cystic acne spot that was bothering me. I rubbed the oregano ointment on the skin, let it sit overnight covered with a bandage, and the spot had shrunk considerably by morning. Is this the placebo effect in action? Perhaps, but I don't see the harm in using it if this is the case. At least it seems to help.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.6, 0, 0, 0, 0, 0, 0.6, 0, 0.85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.55, 0, 0, 0, 0, 0.85, 0, 0, 0, 0, 0, 0, 0, -0.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.775, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.55}",0.841,0.107,0.853,0.039,1,0,637,123
"B0002406NK","Nature's Way Oregano Oil","11.57","A10J8CZ8JZLHNM","franny",5,"i am a believer","I truly believe in this product, i have an autoimmune disease that i have to take an immune supressant for,and i used to pick up every virus i came in contact with and had lots of sinus problems and colds ,since i have been taking the oil of oregano for the last three years, i have not had a cold or sinus infection,and this is the only thing i have done differently,so i will continue ordering this product on Amazon.com,bcause this is where i get the best price and it really works for me.","{0, 1.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.2, 0, 0, 0, 0, 0, 0, 0}",0.765,0.091,0.882,0.026,0,0,492,98
"B0002406NK","Nature's Way Oregano Oil","11.57","A1N5CTU868WO2P","woody",5,"Great Product","Oil or Oregano is becoming popular as a herbal medicine and when I saw that Natures Way had them in capsules at reasonable price I ordered them and will order again they are awesome","{0, 0, 0, 0, 0, 1.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.1}",0.785,0.177,0.823,0,0,0,181,34
"B0002406NK","Nature's Way Oregano Oil","11.57","A1C7ZP9BGT59O5","Renee king",4,"Nature's Way Oregano Oil, 60 Liquid Vcaps","I purchased this item because it received good ratings on other sites. It is the best bargain for it potency.","{0, 0, 0, 0, 0, 0, 0, 1.9, 0, 0, 0, 0, 0, 0, 0, 3.2, 0.8, 0, 0, 0}",0.836,0.344,0.656,0,0,0,109,20
"B0002406NK","Nature's Way Oregano Oil","11.57","A13XRVQ7SD6BP4","ElioraImmanuel",5,"Every home must have this!","Oil of Oregano is a must for a low immune system or when you're ill. It tackles those viruses and bacterial infections. I don't have any repeating tastes w/this one, either!","{0, 0, 0, 0, 0, 0, 0, 0, -1.1, 1.2, 0, 0, 0, 0, -1.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.457,0.062,0.791,0.147,0,1,173,32
"B00013KPC4","Square III Talking Wrist Watch","34.90","A2AY4A7FM4QBKW","Jeannie Kear ""Michael""",1,"non working battery","The watch is in perfect condition but cannot set the time and it keeps going dead. I thought it was a new watch but acts like a used watch. I wont order from this vendow again.","{0, 0, 0, 0, 1.35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4.95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.329,0.126,0.741,0.134,2,0,176,36
"B0009DVE8A","The Squiggler Head Scalp Massager","9.98","A1WTVVSJBN0EF9","K. Bowlin",1,"waste of time and money!!!!!!!!!!!!!","The Squiggler fell apart at second use, with no way to put the prongs back into the base. This is a worthless piece of junk! Do not waste your time on this sub-standard, horribly designed and made product!!!!!","{0, 0, 0, 0, 0, 0, 0, 0, -1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.9, 0, 0, 0, 0, 0, 1.332, 0, 0, 0, 0, 0, -2.4, 0, 0, 0, 0}",-0.809,0.051,0.739,0.21,0,6,209,39
"B0001WXT64","SPINBRUSH PRO CLN SONIC SOFT Size: 2 RPL HD","unknown","A3KTGF5XUR54GH","Susan D. Dahl",5,"Great replacement, wouldn't go back to a regular toothbrush","I bought the battery operated toothbrush about 3 years ago. Of course, I've replaced the unit itself, but I love the way it cleans my teeth so much better than a regular toothbrush and the replacements last about 3 months. Would definitley recommend these replacement bristles!!!","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.8, 0, 0, 0, 0, 0, 0, 0, 0, 3.267525, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.25, 0, 0, 0}",0.945,0.248,0.752,0,1,3,279,46
"B0002406NU","Maximum International MAXIMUM ARGININE-MAX","21.13","A1XRUI1N47WD2X","holly",4,"works!","I have been taking these for 6 months- I don't love taking 6 tabs a day, but they seem to work best when you do. The price is better then some of the other products on the market also.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.184, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.8, 0, 0, 0, 0, 0, 0, 2.85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.858,0.202,0.753,0.046,1,0,184,39
"B0002406NU","Maximum International MAXIMUM ARGININE-MAX","21.13","AVHO4BTNLJNL9","Jeanne E. Maestas ""pom lover""",5,"Great price for this supplement","I like the price, I feel this supplement will help. I exercise 6 times a week.","{0, 1.5, 0, 0, 0, 0, 0, 0, 0, 1.7, 0, 0, 0, 0, 0, 0}",0.637,0.271,0.729,0,0,0,78,16
"B000FKHNK0","Futuro Tennis Elbow Support (w / tension pad), One Size/ADJ, Black, 1 Support (Pack of 2)","21.19","A435D4LTEZ92L","TangoHuntr ""huntr""",5,"It works well","It works well compared to others I have tried. I have severe tennis elbow on both arms. It is a great purchase for myself because it comes with two. Awesome!","{0, 0, 1.1, 0, 0, 0, 0, 0, 0, 0, 0, -1.6, 0, 0, 0, 0, 0, 0, 0, 0, 3.1, 0, 0, 0, 0, 0, 0, 0, 0, 3.1}",0.84,0.27,0.663,0.066,0,1,157,30
"B000FKHNK0","Futuro Tennis Elbow Support (w / tension pad), One Size/ADJ, Black, 1 Support (Pack of 2)","21.19","A1J406TTWYHACA","SabbathLily ""Lily""",5,"Thank Goodness!","Thank goodness I bought these. I have tennis elbow in both elbows because of my career. (Flower design.) I have been suffering for quite awhile and I just got these braces and put them on and I can immediately feel a difference. My fiance better watch out, I can already tell this will help my bowling! A great relief for a great price!","{1.5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9, 0, 0, 0, 0, 0, 0, 0, 0, 1.7, 0, 0, 0, 3.1, 2.1, 0, 0, 3.1, 0}",0.963,0.283,0.678,0.038,0,2,336,63
"B000FKHNK0","Futuro Tennis Elbow Support (w / tension pad), One Size/ADJ, Black, 1 Support (Pack of 2)","21.19","A1W6RTRCUOVAX2","Mr Lefty ""Mr Lefty""",3,"Tennis Elbow Support","Product works ok but the Mueller tennis elbow support works much better.","{0, 0, 0.7, 0, 0, 0, 0, 0, 2.55, 0, 0, 2.85}",0.844,0.503,0.497,0,1,0,72,12
