"product.productId","product.title","product.price","review.userId","review.profileName","review.helpfulness","review.score","review.time","review.summary","review.text"
"B000278ADA","Jobst Ultrasheer 15-20 Knee-High Silky Beige Large","46.34","AWUJSCZC3EPH4","Ana Jaramillo","0/0","5.0","1340928000","Good for travel","I've always had pain in my legs during long travels either by car or plane when you can't move very much. I used them for a recent trip consisting on 6 flights total and I could feel the difference. I wasn't totally stiff when I got off the planes. They do stay in place with the band at the top. Just be careful they tear as easily as stockings. If you'll use them much you better get a couple of extra pairs."
"B000278ADA","Jobst Ultrasheer 15-20 Knee-High Silky Beige Large","46.34","A1DEHAP5BK7X7J","Jamiejaymes","0/0","5.0","1292544000","impression of the product","the item was very pleasing to my wife. she has bought this product before in a local store that was probably a previous model, the top of the hose was not as secure as the ones i ordered from the amazon provider.the order was shipped as i was told it would be. i am satisfied with the over all purchase process."
"B000J0WAL8","Case Logic Armrest Cover for Wheelchairs, Scooters and Power Chairs, Large","unknown","A13HM114N5JIH3","roadrunner","0/0","3.0","1326758400","Armrest Slides","I have had this armrest for several months. It was difficult to get onto the arm of the chair and it will not stay in place. At this moment, it is upside down with the lacing on top of the arm. It will not stay in place. It is a really good idea and it is quite comfortable when it is where it is supposed to be. It is very hard to move back into the proper position once it has moved around."
"B0002DUT7E","Pedifix Gel Ball of Foot Cushions - 1 Pair","unknown","A2OV1Y76EYUDLN","MStafford","0/0","1.0","1309046400","Product didn't match the picture/description","Unless they sent me the wrong product by mistake, the foot cushion picture and description does not match the item delivered. I was under the impression I would receive two (a pair) of water filled foot cushions that I could insert into my shoes. Instead I received ONE foot cushion, filled with another material (not water) that you attach to your foot via a toe strap. I was definately not happy with the item and sent it back for a refund. Luckily for me Amazon has a great return policy... they make returns very easy!"
"B0002DUT7E","Pedifix Gel Ball of Foot Cushions - 1 Pair","unknown","A2OJWFOMBSG0VF","Sharlene Hinshaw","0/0","1.0","1279238400","Dont like it","This product smells when you open the package and it appears one of the gel cushions leaks so I spent $10 and havent worn then. I wouldnt buy this product again. Dont waste your money on something you may not be able to use."
"B000N8X006","California Exotics Waterproof Delights Blue Ballsy","19.94","A1EWDDXXJCL4AB","Rema Cyphers ""Soboy ostat'sya dol'she...""","9/9","5.0","1259971200","oh gawd!","this beauty looks like the real thing and makes foreplay that much more exciting. my man and i love this thing. it's powerful, quiet, and everything i could ever want in a vibrator.would definitely buy another if this one breaks, which i don't think will be for a couple of years. i hope..."
"B000N8X006","California Exotics Waterproof Delights Blue Ballsy","19.94","A1SZGWQ6N6FQNL","Laurasaur","2/2","3.0","1332460800","Not so great, but not a terrible product","It's a nice length and width, but it's very loud when it's on (you can't hear it if you have a fan/tv on and it's under the covers, but other wise, people can hear it through the door) and it seems like most of the vibrating power is on the ""handle"" rather than any other point along it.It's an okay item for the price, but it's not the best out there. You won't be horribly disappointed if you buy it, but you're not missing anything spectacular by passing it up."
"B000N8X006","California Exotics Waterproof Delights Blue Ballsy","19.94","A20U6RRK92WUNS","kuroyoru","2/2","4.0","1298160000","Delights was delightful","I liked this toy. This vibe has a nice shape and it's not really big. In a way it's actually really cute. It's got really strong vibrations, but I would have liked more variations between the vibrations. I enjoyed the fact that the toy doesn't have an odd taste or smell. My only real complaint is that its too hard around the middle, so you can feel the motor when you use it. Other than that it does the job, and it perked up my night."
"B000N8X006","California Exotics Waterproof Delights Blue Ballsy","19.94","A3752ZS0O37QUA","Guidoo","0/0","1.0","1357776000","waste off money","this is not waterproof.its GARBAGE where batteries go in broke,while trying to adj.DO NOT BUY.you turn the end to control it,that loosens the battery cover where water gets in so how is it waterproff?????"
"B000N8X006","California Exotics Waterproof Delights Blue Ballsy","19.94","A1GBR0JY5F8H30","Dumitru V. Moisi ""gefoo77""","0/0","5.0","1357171200","California Exotics Waterproof Delights Blue Ballsy","The California Exotics Waterproof Delights Blue Ballsy,is to spice up the relationship and it worked since the beginning,my other half likes it."
"B000N8X006","California Exotics Waterproof Delights Blue Ballsy","19.94","A3M7XN62IXWYUO","Spencer","0/0","5.0","1340928000","Amazing","The gf loves this and when she lost it when moving it was her first thing she had to get back. Great vibe low noise , alittle on the firm side though."
"B000N8X006","California Exotics Waterproof Delights Blue Ballsy","19.94","ASN8MLGIW98Q5","TuffCritic","0/0","5.0","1326758400","I can't believe I waited so long to get this","It may be a basic model but it does the job! My husband and I call it my little blue friend. Don't hesitate!!!"
"B000N8X006","California Exotics Waterproof Delights Blue Ballsy","19.94","A32QKAMLMB7ZFL","Sapphire LaFey ""Sapphire LaFey""","0/0","1.0","1308614400","small didn't work","It is very small compared to what i thought it would be, but even so it didn't work when we got it"
"B00028NJTO","GABA 750mg - 90 - Tablet","17.73","A2BNXF9M8RH09S","Pet foodie ""Pet foodie""","1/1","5.0","1327968000","finally, non prescription relief !!","After almost a decade on various medications to relieve my anxiety I was tired of relying on and paying for medications. I did research on GABA as a stress reliever and started taking it. First on an as needed basis, and now every day. GABA along with a B Complex vitamin have changed my life around, and for the first time in almost 10 years, I am off of prescription meds!! Back in October I spent 4 weeks out of state to take care of my dying father. Even though it was incredibly difficult and sad, I was able to keep it together without medication. GABA taken at night promotes a restful sleep and together with B Complex has given me a new found relaxation and peace.I do not recommend that anyone takes themselves off medication without their physicians ok - especially for severe depression or overwhelming anxiety. But I highly recommend that people experiencing excessive stress or anxiety issues give Kals GABA 750mg a try along with a quality B complex vitamin"
"B000HJL97W","Elbow Grease Hot Cream 15oz","19.10","AMLTO4MFSPPJP","rangerman","0/0","5.0","1356393600","excellent","Great to use with that special friend or lover, but great to use if you are alone. Would highly revomend trying..."
"B000POUJHK","Calcium Magnesium Zinc Plus Vitamin D by Bluebonnet - 120 Softgels","14.99","A31OMXY7R6U62R","PromisesK","1/1","5.0","1352937600","3 at night","I take 3 at night be for I got to bed, it helps me rest better!! TRY IT!! AND THE PRICE IS OK"
"B000POUJHK","Calcium Magnesium Zinc Plus Vitamin D by Bluebonnet - 120 Softgels","14.99","A1EZ9NZIWYJJD3","M. Jennell ""MJ""","1/1","3.0","1349049600","Huge Capsules","These capsules are huge, almost an 1 inch long and big around. I won't order again as they are too difficult to swallow."
"B000POUJHK","Calcium Magnesium Zinc Plus Vitamin D by Bluebonnet - 120 Softgels","14.99","A31D5HQ8EQZ293","bobbysgirl","1/1","5.0","1344124800","Great product","I love this product and love this company...all of their supplements are superb quality!!! I finshed my bottle and need to buy another one. Much better than the liquid form that you have to drink."
"B0001VVGJC","Solaray Vitamin D-3 -- 400 IU - 120 Softgels","8.49","A38C3RFBGUPA0P","Judith A. McKinney","0/0","5.0","1356480000","Keeps me healthy and I am not allergic to this brand.","I like the Solaray Brand. I am not allergic to it. Vitamin D-3 was recommended by my doctor. The Vitamin D-3 keeps me healthy."
"B0001MTA30","Camo Condoms - 1 Pack","unknown","A1IZK94AO0GYYI","Robert Burghard","2/5","5.0","1095897600","OMG","This is crazy i purchased this item about a week ago and when i went to put it on and got with my partner she laughed and fell to the ground it was so funny i thought she was going to have a heart attack just having this crazy condom on and in intercourse it just made it alot better the sex seriously try it if im wrong."
"B0002406BW","Zand Herbal Mist Throat Spray","5.11","A3EXWV8FNSSFL6","Daniel G. Lebryk","3/3","5.0","1290816000","Works Great - Tastes Awful","This has to be the worst tasting spray in the universe, it is simply awful. But, it works incredibly well.Two sprays just before going to bed and it seems to help whenever my throat feels raw or I have a slight cough. Nothing scientific, but it also seems to help with my snoring. There is a double benefit. I don't use this every night, only when my throat feels a bit raw.Over time I've gotten used to the nasty taste. Because it works so well, it's beginning to taste just fine. The flavor is a bit like those ancient horehound drops my grandmother made me take, without the sweetness (Horehound Drops Bag: 24 Count).I'd like to claim that this spray cures all diseases and makes you more attractive - but it really only has two uses in my book, sore throat and snoring."
"B0002406BW","Zand Herbal Mist Throat Spray","5.11","A3MK4MGSU22GR","John Kessler ""Taos Guy""","1/1","5.0","1338336000","Helps with serious throat issues!","Zand Throat Spray has been a life saver for me.I'm a Cancer survivor and I'm still pretty beat up. A few years ago, during treatment, I collapsed from Anaphylactic Shock. That permanently damaged my Epiglottis, the flap that covers (protects) your windpipe when you swallow food or liquids. I then began aspirating foods into my Lungs. As a result, I had 16 bouts with Terminal Pneumonia. I'm a fighter, so I survived, but only by the Grace of God.So now I experience a strong biting feeling in my deep throat. It causes me to cough uncontrollably. But, with a couple of sprays of this product it ceases. What a gift!I don't know how I could live without it.TaosGuy"
"B0002406BW","Zand Herbal Mist Throat Spray","5.11","A2A8EWHJLR09N5","QueenB","0/0","4.0","1359244800","Helpful for sore throat and cough","I have been using this product for years because I have a chronic cough. I think it helps keep my throat moist and helps prevent and alleviate sore throat."
"B0002406BW","Zand Herbal Mist Throat Spray","5.11","A12UC87U5NUT0W","VoraciousBuyer","0/0","5.0","1348531200","A life-saver during the flu season","I've been using this product for many years during flues and when I would get sore throats. Gurgle your throat with salt, spray this in your throat and don't eat for a few hours. If you catch your sore throat during an early stage, you can CURE it with this spray. Otherwise, it will become a lot more manageable."
"B0002406BW","Zand Herbal Mist Throat Spray","5.11","A2UXI0PZY6MDW6","Terri Ellen","0/0","5.0","1324512000","Emergency Relief!","I had a very bad chest cold and didn't want to take a lot of meds. I knew I had to cough to get all that yucky stuff out of my lungs but there were times I thought I would pass out from coughing. Thank goodness for this throat spray. When I could not stop coughing, it helped to settle the cough enough so I could catch my breath! Cough drops just took to long to work and were too sweet. I am always going to have this one in my medicine chest."
"B0002406BW","Zand Herbal Mist Throat Spray","5.11","A1JMOGVDVSC0VS","Angeline Haw","0/1","1.0","1358899200","My Daughter Hates It","I got this throat spray in a hurry hoping to relieve my 3.5 yo daughter from a bad sore throat. It tastes awful, and it's just not meant for a young child. I got it after a recommendation from another mom, and it was a bad decision. I'll keep it to numb a scratched-up knee or elbow."
"B0001VVGJW","Solaray - Vitamin K, 100 tablets","5.78","A2JHPLBKSPJZXN","R. Parisien ""btrflies""","0/0","5.0","1356220800","Super easy to take, recommended by my nutritionist","I went to a nutritionist and had two different brands of vitamin k. The other brand I had she told me was doing absolutely nothing for me, a waste of my money. But this vitamin k bottle from solaray was definitely benefitting me. So I would recommend this brand you all."
"B0002JEQ4K","HoMedics BK-2000 5 Point Back Massager with Heat and Variable Massage Intensity","unknown","A1W3AA1FHH1A1","Lynn B. Scheiner ""Knowledgeable Woman""","260/277","1.0","1107129600","A Piece of Crap!","Noisy, crude five point vibration pad.NOT! a massager, a vibration pad!We purchased three of these and we sent back three of these!Worthless, no, worse than worthless!"
"B0002JEQ4K","HoMedics BK-2000 5 Point Back Massager with Heat and Variable Massage Intensity","unknown","A1TG2VN6IU5P71","Darlene E. Meyer","0/0","3.0","1168819200","VIBRATING CUSHION","This cushion is a convenient way to relieve shoulder, back and leg pains.I use it in a stationery place at home, like an oversuffed chair. Sometimes it does cut itself off and must be restarted [a minor inconvenience]. Good for any stationary place to sit."
"B000278AD0","Jobst Ultrasheer 15-20 Knee-High Silky Beige Large","39.24","ASL7LZAL2LBMS","Ohio Nurse ""bronwyn59""","13/13","5.0","1157241600","Lower leg comfort for 12 hours +","Excellent stockings for long shifts on your feet - not too tight, not too loose...garment integrity is longer than package states (with proper care)."
"B000278AD0","Jobst Ultrasheer 15-20 Knee-High Silky Beige Large","39.24","A21F8C1MDLQDTH","S. Lawson","14/15","5.0","1110326400","Fashionable Compression Stockings!","After I had a DVT my doctor required me to wear compression stockings. I wore ugly white TED hose and yucky thick brown stockings. Then I found Jobst UltraSheer. They gave me the compression I needed (15-20,) but looked like regular pantyhose. Even though my blood clot has been gone for 4 years, I still buy these to wear as support stockings because they make my legs feel so nice.**Note, I have problems with the rubberized tops rolling down my thigh. I tried the Jobst adhesive, but I hated having my skin pulled all day. I bought an inexpensive garter belt and it works fine and helps keep the stockings from rolling."
"B000278AD0","Jobst Ultrasheer 15-20 Knee-High Silky Beige Large","39.24","A3J4K29TNC7RV1","Karen W. ""Karen W.""","13/14","5.0","1173312000","Sheer Relief!","My doctor recommended the thigh high version of this product, but I became very aggravated with them constantly rolling down through the course of the day. They were never comfortable. With my doctor's permission, I switched over to the knee highs, and they are WONDERFUL!!! I don't even know I'm wearing them! They totally control my calf aching and swelling. Would highly recommend them!!!"
"B000278AD0","Jobst Ultrasheer 15-20 Knee-High Silky Beige Large","39.24","A3GQAVM66FA88J","G. Alosa ""wifey""","6/6","5.0","1204416000","No more uncomfortable flights","Stockings fit well and are comfortable. Haven't had the opportunity to see how effective they are in preventing edema from air travel."
"B000278AD0","Jobst Ultrasheer 15-20 Knee-High Silky Beige Large","39.24","A1BTRWL1E3T2YB","A. S. Penuel","6/6","5.0","1184803200","Jobst UltraSheer Thigh High","Excellent product. However, they are very difficult to get on for older people. I feel like I've had a full day workout after getting them on. Also, as the day wears on, they begin to roll down from the top and create a very deep ridge in the skin. I have to wear them, so if those two difficulties could be addressed it would be such a help."
"B000278AD0","Jobst Ultrasheer 15-20 Knee-High Silky Beige Large","39.24","A17KXW1PCUAIIN","Mark Anthony ""Mark""","4/4","5.0","1174435200","Jobst UltraSheer Knee High Stockings","Does a very good job of relieving fatigue. This is a well known brand and is certainly comfortable enough to wear all day. Even if your doctor didn't prescribe these but you are on your feet alot, take care of yourself and buy these."
"B000278AD0","Jobst Ultrasheer 15-20 Knee-High Silky Beige Large","39.24","A9Q3932GX4FX8","Trina Wehle","1/1","3.0","1352505600","Delivery was very long wait.....","It took almost 3 weeks to recieve the two pairs of stockings I ordered and when they arrived they were not in a box nor did they have any tags on them so I am not certain they are actually Jobst brand stockings. The Sun Bronze pair fits okay but quality is less than the pair I bought at an actual compression store."
"B000278AD0","Jobst Ultrasheer 15-20 Knee-High Silky Beige Large","39.24","AUIZ1GNBTG5OB","dgodoy","1/1","2.0","1287014400","sizes recomended in the size chart are not real","sizes are much smaller than what is recomended in the chart. I tried to put it and sheer it!. I guess you should not buy this item in the internet..it is better to go to the store and check it"
"B000278AD0","Jobst Ultrasheer 15-20 Knee-High Silky Beige Large","39.24","A15J55UWZ8JLJM","Stephen Molsee ""AMF missionary""","2/3","1.0","1206748800","mens ultrasheer","This model may be ok for sedentary types, but I'm active and get around alot in my job - consistently found these stockings rolled up down by my ankles! Not Good!! Solution: go with the standard compression stocking, 20-30, stock #114622. Excellent support, stays up and gives me what I need. Both pair of these also tore as I struggled to pull them up all the time. Good riddance/bad investment!"
"B000278AD0","Jobst Ultrasheer 15-20 Knee-High Silky Beige Large","39.24","A1ZJAH4V5W1OKP","jud doolittle ""Nana 3""","0/0","5.0","1359936000","One stop shopping","It is wonderful to find exactly what you are looking for. I didn't after three years using them I found they have them with a closed toes. I love them"
"B000278AD0","Jobst Ultrasheer 15-20 Knee-High Silky Beige Large","39.24","AWUJSCZC3EPH4","Ana Jaramillo","0/0","5.0","1340928000","Good for travel","I've always had pain in my legs during long travels either by car or plane when you can't move very much. I used them for a recent trip consisting on 6 flights total and I could feel the difference. I wasn't totally stiff when I got off the planes. They do stay in place with the band at the top. Just be careful they tear as easily as stockings. If you'll use them much you better get a couple of extra pairs."
"B000278AD0","Jobst Ultrasheer 15-20 Knee-High Silky Beige Large","39.24","A1DEHAP5BK7X7J","Jamiejaymes","0/0","5.0","1292544000","impression of the product","the item was very pleasing to my wife. she has bought this product before in a local store that was probably a previous model, the top of the hose was not as secure as the ones i ordered from the amazon provider.the order was shipped as i was told it would be. i am satisfied with the over all purchase process."
"B0002DUT7Y","PediFix Heel Straights","12.95","A1L1P2VO9O87NJ","Nelson Ribeiro","0/0","1.0","1339718400","Fall apart","I don't understand why these inserts are made up from 2 pieces. It should just be one piece. The 2 pieces are held together with a small piece of double sided tape and COMPLETELY fall apart after 1 day of walking. No problem with seller, this is just a HORRIBLY made product."
"B000278AEY","Jobst Women's UltraSheer Firm Support Thigh Highs","54.99","A2R21X4GYTHZPH","hfs","4/5","1.0","1279238400","Bad band","The band was far too thin and would roll down my leg continuously. I returned all pairs I bought for a refund. Very disappointing for a Jobst product."
"B000278AEY","Jobst Women's UltraSheer Firm Support Thigh Highs","54.99","A3HJUN1OFY5E6M","just marylou","0/0","5.0","1344384000","just marylou","I must tell anyone who wears these stockings...I wear them everyday...thigh highs...you need to get the Jobst ""It Stays"" roll on body fixative and just put a couple of dots around your legs at the top of where the stockings will be...they WILL NOT ROLL DOWN...They stay put ALL day for me. I wouldn't even put them on with out it."
"B000278AEY","Jobst Women's UltraSheer Firm Support Thigh Highs","54.99","A2R21X4GYTHZPH","hfs","0/2","1.0","1279238400","Wouldn't stay up","The band was far too thin and would roll down my leg continuously. I returned all pairs I bought for a refund. Very disappointing for a Jobst product."
"B0009DVE7Q","Replacement Bulb For Use With Hand Held Massager Infrarex Light Professional Infrared Massager","unknown","ARBKYIVNYWK3C","THATCH ""RST""","5/5","4.0","1265414400","A well liked gift","I bought this for my father as a gift. He seems to really enjoy it. Being something he had in years past, the hand held infrared devices became a little hard to locate. While this one doesn't seem to have the super high build quality that ones did from years gone by, it does the job and as the gift receiver my father seems to be very satisfied with it."
"B0009DVE7Q","Replacement Bulb For Use With Hand Held Massager Infrarex Light Professional Infrared Massager","unknown","A3PBNN6IFXSK9P","Pro Girl ""happymom""","5/5","5.0","1233792000","Love It!!","So easy to hold. Very relaxing and it really does help with sore achy muscles. The price can't be beat. I bought a few to give to family and friends. Love It!!!"
"B0009DVE7Q","Replacement Bulb For Use With Hand Held Massager Infrarex Light Professional Infrared Massager","unknown","A2UDYS4SVS4AEI","K. Montgomery","8/11","1.0","1260230400","Horrible Quality","This isn't really a massager, it doesn't vibrate or sooth muscles. It is really more of a flashlight with a dinky infrared bulb in it that isn't powerful enough to do any good anyways. Save your money, folks. This one is a complete dud."
"B0009DVE7Q","Replacement Bulb For Use With Hand Held Massager Infrarex Light Professional Infrared Massager","unknown","AXOIVPCVO27NQ","massage mom","8/11","2.0","1200873600","heat therapy","I used this product a couple of times and was not really impressed. To get good results I guess you would have to use it in a specific area for a good length of time, otherwise not much good."
"B0009DVE7Q","Replacement Bulb For Use With Hand Held Massager Infrarex Light Professional Infrared Massager","unknown","AIU5CBUHH169G","Duped","1/1","1.0","1322870400","Infrared MASSAGER","Amazon responded immediately but forwarded to the supplier. Don't waste your money. It's a hand held wand that may or may not be infrared. Doesn't heat up to any degree that will be helpful. Still waiting to hear back from the supplier (two weeks now) to return this item. Know someone who has the EXACT same item and paid $10.... Enough said"
"B0009DVE7Q","Replacement Bulb For Use With Hand Held Massager Infrarex Light Professional Infrared Massager","unknown","A22TJPVCJR4JBN","Linda","0/0","5.0","1354492800","Great product","USING THIS PRODUCT FOR SORE MUSCLES OF MY OWN AND OTHERS. PROVIDES A DEEP HEAT SOOTHING RELIEF. CAN'T WAIT FOR IT TO BE BACK ON THE MARKET"
"B0009DVE7Q","Replacement Bulb For Use With Hand Held Massager Infrarex Light Professional Infrared Massager","unknown","A1BO0QVLEVEF7W","smrbrz","0/0","5.0","1348444800","infrared heating device","I found this little lamp to be very effective for a painful joint or stiff neck and shoulders. I've read other reviews saying it melted from use. That hasn't happened with mine but I usually use it for a half hour at a time and it's great."
"B0009DVE7Q","Replacement Bulb For Use With Hand Held Massager Infrarex Light Professional Infrared Massager","unknown","A250RJD1R114F5","pj","0/0","4.0","1347148800","Meets my needs, would purchase again","At this price (although twice what I've seen it on store shelves), I'm very satisfied. I purchased this gadget to apply semi-deep warmth and relieve swelling and congestion in sinus areas. Its strength is low enough that I can hold it to skin for a longer period of time than some other infrared devices, giving the heat time to do its job and provide comfort. Bonus: it increases blood flow to the skin, smoothing and healing irritated areas. Because of its low wattage I don't have to worry much about being overzealous and causing damage. Only complaint: the threaded plastic where the red cap screws onto the base is thin, a little too much pressure when screwing it back on and the plastic will crack."
"B0009DVE7Q","Replacement Bulb For Use With Hand Held Massager Infrarex Light Professional Infrared Massager","unknown","A237M100LDW445","Simply ME","0/0","4.0","1342224000","? all the bad reviews...really like it!","I recieved this item and was pleased with it. It was not as hot as the old one I had but still gave enough heat to remedy most of the pain. I really do not understand why so many said it did not get hot enough. I found it be very warm and it could of been very uncomfortable if left in the same spot for long. It was effective and the amount of heat was perfect, in my opion."
"B0009DVE7Q","Replacement Bulb For Use With Hand Held Massager Infrarex Light Professional Infrared Massager","unknown","A2KDZVD9SCC5NS","Ken ""Ken, computer nut""","0/0","4.0","1286323200","Infrared Massager and Heating Device","I received the product in a timely manner. It was as advertised. I have used it a number of times and it works well although I haven't gotten the results from it I had hoped for. No fault of the seller or the product though."
"B0009DVE7Q","Replacement Bulb For Use With Hand Held Massager Infrarex Light Professional Infrared Massager","unknown","A2LQL8SKYLIEO6","Beth Purkhiser","7/13","1.0","1244332800","Feels great until it melts and then explodes.","I had another infrared massager before this one that I used for years to help with sore muscles and a nasty TMJ condition. It finally shorted out and I bought this product just a few weeks ago. I had one of the worst headaches of my entire life yesterday and was using this on my jaw when I most unfortunately fell asleep. I guess muscle relaxers and vicodin will do that to you. Anyway, when I woke up, I found that I had rolled over and the infrared massager was underneath my pillow. It completely melted and burned through my sheets and a couple inches into my mattress. I had fallen asleep a few times with my other infrared massager with no consequences so this surprised and dismayed me. This is not a safe product - it either needs to be made of sturdier material than cheap plastic or have a timer on it - I would certainly be willing to pay the extra money to not have to worry about setting fire to my house or burning myself. Sorry - can't recommend it."
"B0002DUT88","PediFix Heel Straights","12.79","A1L1P2VO9O87NJ","Nelson Ribeiro","0/0","1.0","1339718400","Fall apart","I don't understand why these inserts are made up from 2 pieces. It should just be one piece. The 2 pieces are held together with a small piece of double sided tape and COMPLETELY fall apart after 1 day of walking. No problem with seller, this is just a HORRIBLY made product."
"B000N8X01U","California Exotics Double Dolphin Arouser","18.62","A2Q9YKTEON5Y2V","K. Nelson","5/5","4.0","1203638400","Satisfied Customer","With the double vibes, this little dude has all the power you will ever need. The wife loves it! The only down side is the size. The ring is a little small, and not very flexible."
"B000N8X01U","California Exotics Double Dolphin Arouser","18.62","A3O331QD8TSYE0","shooz","1/1","1.0","1338249600","broken","I was not even able to use this item because it tore upon putting it together. DO NOT BUY THIS ITEM!"
"B000N8X01U","California Exotics Double Dolphin Arouser","18.62","A3MW55RTGWEUSZ","R. Butwin","1/1","2.0","1216080000","Didn't do much","Maybe my husband is bigger than normal but we had the hardest time getting this on. Once it was on we wanted it off pretty quick. The vibrations weren't very strong and one of the vibes was stuck in the on position so we had to remove batteries to turn it off. I didn't get any benefit from it and I don't think he got much."
"B000N8X01U","California Exotics Double Dolphin Arouser","18.62","A1R1W82IEAYHMO","Lostie in Chicago","0/0","1.0","1337472000","Don't Waste Your Money","First of all you have to already have a pretty stiff erection to get this thing on. Secondly, we've used it twice and the third time we went to use it one of the dolphin heads split apart from the main ring. We've washed it both times we used it with toy cleaner - nothing harsh. It's cheaply made and the batteries do not last at all. Once it was on it really didn't do what it is supposed to do - it's more awkward than anything. Definitely would not recommend."
"B000Q33YW2","Country Life Nature's Garlic","11.51","A26Q7SRGGYJDJ6","Calvin W. Hines","0/0","5.0","1318636800","GREAT PRODUCT","This is a great immunity booster and also when I take it on a daily basis it repels mosquitos. I can recommend it highly."
"B0002DUT8I","PediFix Heel Straights","8.95","A1L1P2VO9O87NJ","Nelson Ribeiro","0/0","1.0","1339718400","Fall apart","I don't understand why these inserts are made up from 2 pieces. It should just be one piece. The 2 pieces are held together with a small piece of double sided tape and COMPLETELY fall apart after 1 day of walking. No problem with seller, this is just a HORRIBLY made product."
"B000NO05UI","Celtic Skull Zippo Lighter","24.61","ACUTS1M5RLD5F","C. Galande ""ugachmaaz""","0/0","4.0","1228089600","excellent","Good price, excellent design and shipped well.Would've been better if the vendor also provided personalized engraving."
"B00023DDRM","Jobst Ultrasheer 15-20 mmHg Pantyhose","50.00","A30VXJLCK3IQBU","Jen","9/10","2.0","1258416000","Bad quality","I read a previous review that said hers got a run the first time she used them and I figured I'd just be more careful...mine got a run the second time I used them! Unless you're desperate, don't bother. I expected better quality for the price I paid!"
