"product.productId","product.title","product.price","review.userId","review.profileName","review.score","review.summary","review.text","word_scores","compound","pos","neu","neg","but_count","Num_Exclamations","Num_Characters","Num_Words"
"B000IK6ECK","Motherlove: More Milk Plus Liquid","99.95","AOP8580LVCK51","K. Parker",5,"I was making almost no milk!","I was literally pumping only 2 to 5cc (32cc make an ounce) for my newborn who was almost 5 days old when my lactation consultant told me to try this. Within days I noticed I was consistently pumping an ounce then gradually more, by day 10 I was barely supplmenting with formula. This stuff is like a miracle worker. Be sure to not drink anything before and after wards for at least 20 minutes. This makes the product more effect.Yes it taste pretty bad but order the alchol free and no problems. It's so worth it, it's for your baby. They deserve the best and our breastmilk is what's best for them.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.75, 0, 1.4, 0, 0, 0.65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1, -1.25, 0, 0, 0, 0, 3.45, 0, 0, 1.887, 0, 0, 1.7895, 0, 0, 0, 0, 0, 0, 0, 0, 4.8, 0, 0, 0, 0, 0, 4.8, 0, 0}",0.981,0.221,0.762,0.017,1,0,599,112
"B000IK6ECK","Motherlove: More Milk Plus Liquid","99.95","A20I9WDQEWJTKA","Bill Guidry",2,"Little results - if any","Wife didn't have any luck with this product. Much more luck with the fenugreek. She also claimed this tasted like &#34;goat ass.&#34; She has a way with words. The do not drink before and after instructions are a pain. That and the taste of goat ass that you can't wash away makes this a lowsy product.","{0, 0, 0, 0, -1.48, 0, 0, 0, 0, 0, 2.293, 0, 0, 0, 0, 0, 0, 0, 0, 1.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.3, 0, 0, 0, 0, 0, 0, -2.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.54,0.088,0.772,0.14,0,0,302,58
"B000IK6ECK","Motherlove: More Milk Plus Liquid","99.95","A22HQ9VSD5LOTD","A. McManus ""mc2""",3,"upset tummy","Day two and my baby has been fussy & my stomach has been upset both days. The taste is horrid and it doesn't help that you can't consume anything for fifteen minutes after taking it. But........it is effective in increasing your milk supply. My milk came back within two hours after the first dose.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.6, 0, 0, 0, 0, 0, -2.5, 0, 0, 0, -1.258, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.644,0.05,0.814,0.136,0,0,298,54
"B00023DDSG","Jobst Ultrasheer 15-20 mmHg Pantyhose","50.00","AX4VWMTFHQE4R","still_a_student",5,"excellent","excellent protection for aching legs. i wear them under my scrubs or with dress clothes for work. i am a medical student and by the end of the day my legs are normally hurting in a million & one places. these really help.","{2.7, 0, 0, -2.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.7, 0, 0, 0, 0, 0, 0, 0, 0, 1.993}",0.201,0.13,0.756,0.114,0,0,221,42
"B000IK6ECK","Motherlove: More Milk Plus Liquid","99.95","A1U0O8TUKH45O7","Mom to 2 MEG bros. ""LissCarr""",5,"Boosts milk supply quickly","This product is great. Your milk supply will increase just like promissed in 1 - 4 days. The only down side is the taste. After a little while, the taste doesn't bother you as much. It really works, so I truely recommend it. I bought the big bottle and use it to refill the 2oz. bottle that comes with a dropper. I recommend positioning the dropper way at the back of the throat so you don't taste it as much when you drop it in your mouth.","{0, 0, 0, 3.1, 0, 0, 0, 0, 1.3, 0, 1.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.036, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.7637, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.1, 0, 0, 0, 0}",0.92,0.165,0.814,0.021,0,0,440,86
"B000IK6ECK","Motherlove: More Milk Plus Liquid","99.95","A3OL1DUIOOD3J4","K. A. Becker ""Chi_Avi_Mom""",3,"Milk Production","I was having trouble with my milk production so I decided to buy this to help. I am sure it would have worked great, but I couldn't bring myself to drink it after the first time. It taste so bad! The pill form was a lot better and it seemed to help a little.","{0, 0, 0, -0.85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.85, 0, 0, 0.65, 0, 0, 0, 0, 1.55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4.1895, 0, 0, 0, 0, 0, 0, 2.85, 0, 0, 0, 0, 2.55, 0, 0}",0.691,0.203,0.693,0.104,1,1,258,54
"B000IK6ECK","Motherlove: More Milk Plus Liquid","99.95","A1ZBSFFUPMWB38","Momagain",3,"Not bad","I thought this was working really well since when I pumped I was getting a lot more very easily. After the first week my 3 week old gained 4 oz which was good since she hadn't gained any. But then we went at 5 weeks and she only gained 4oz again after 2 weeks. So now I supplement each feeding with 2 oz of formula.","{0, 0, 0, 0, 0, 0, 0.6965, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.985675, 0, 0, 0, 0, 0, 0, 0, 0, 0.8, 0, 0, 0, 0, 0.95, 0, 0, 0, -0.592, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.804,0.152,0.826,0.022,1,0,315,65
"B000IK6ECK","Motherlove: More Milk Plus Liquid","99.95","A2AX8V5PKMODK5","Roxanne K. Ong ""gothena""",2,"Contains Alcohol","I'm not going to go into the effectiveness of Motherlove's More Milk Plus but want to warn - Careful, this particular formula has grain alcohol. I bought without knowing or realizing it. I have been using the one WITHOUT alcohol and ran out so bought this on Amazon and noted that it tasted different - it burns (like taking straight shots of vodka) and tastes bad. Upon checking ingredients it shows 42-52% grain alcohol!My preference is for the one without alcohol because it tastes sweeter (actually got so used to it I ended up liking it very much - imagine my distaste when I first put this in my mouth). Not only that, it makes me uncomfortable worrying about traces of alcohol in my b-milk.So 2 stars for this but I'd give the one w/o alcohol 5 stars because it helps with production.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.45, 0, -0.6, 0, 0.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.25, 0, 1.35, 0, 0, 0, 0, 0, -3.75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.4, -2.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.4, 0, 0}",0.525,0.112,0.809,0.079,2,1,791,144
"B000IK6ECK","Motherlove: More Milk Plus Liquid","99.95","A1NC0H3L3ZMG5U","Monique Rosenbaum",2,"didnt seem to do any good","had twins. bought this when having trouble with one not nursing as well as my milk slowed down. did not really seem to make a difference in the amount of milk. tasted gross, I would take it in a shot of water. contains alcohol from the natural herbs. I think its better to nurse often to get better milk as that made a bigger difference on its own than when I used this in conjunction with more nursing, probablly from the alcohol?","{0, 0, 0, 0, 0, 0, -1.7, 0, 0, 0, 0, 0, -0.814, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5, 0, 0, 0, 0, 1.9, 0, 0, 0, 0, 0, 1.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.174,0.09,0.827,0.083,0,0,431,82
"B000IK6ECK","Motherlove: More Milk Plus Liquid","99.95","A3HSKCUAPXOR84","mom of 2",4,"good, not great","I ordered this after my milk supply had dropped. My daughter was 7 months old at the time. It tastes terrible, but I did see an increase in my pumping sessions by at least 2oz each time. I am currently not using it, but will take it again if I need to.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.05, 0, 0, 0, 0, 0, 1.95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.226,0.054,0.909,0.037,2,0,252,52
"B000IK6ECK","Motherlove: More Milk Plus Liquid","99.95","AU7X8FC9HL3H6","kim",2,"Alcohol taste is horrible!","I did not see a increase in supply with this product. I did notice that my pumped milk was more fatty after sitting in the fridge though. I was taking a double dose and took it round the clock, never missing a dose. I am past a year of breastfeeding and that may be why I did not see a boost. The alcohol taste is completely disgusting. I felt like my breath reaked of the alcohol afterwards and I just couldn't rid the taste from my mouth for several hours. If I try it again with future children, I will definately make sure I get the alcohol free version!","{0, 0, 0, 0, 0, -0.962, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.888, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.258, 0, 0, 0, 0, 0, -2.693, 0, 0, 1.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.3, 0, 0, 0, 0, 2.3, 0}",0.333,0.086,0.849,0.066,0,1,558,109
"B000IK6ECK","Motherlove: More Milk Plus Liquid","99.95","A1JONNXW6JKFJ3","mommacj",4,"worked pretty good","After 3 mos of successful breast feeding I had gallbladder surgery and I've been struggling with my milk supply since my baby is now 7mo and I'm only able to pump out 1/4 ounce total from both breast, a couple of days on more milk plus and my milk went up to 1 to 1 1/2 ounces total from both breast and continued that way pretty much till I ran out of drops so I talked to a lady at motherlove (very nice people) and she asked me a few ? about how I'm taking the drops and then she asked if my breast size had gone down and I told her my breast size has went from a full D to now a small C she thought I would do better on the special blend b/c it has goat's rue which helps build the mammary gland (that holds the milk) she thought that maybe my body absorbed some of my mammary gland (after my surgery) and that's y I couldn't produce enough milk even while on the more milk plus. so I'm waiting for the special blend and I will post a review on motherlove more milk special blend once I try it.","{0, 0, 0, 0, 2.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.093, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9, 0, 0, 1.7, 0, 0, 0, 0, 0, 0, 0, 1.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.97835, 0, 0, 0, 0, 0}",0.965,0.108,0.879,0.013,0,0,998,206
"B000IK6ECK","Motherlove: More Milk Plus Liquid","99.95","A3AI6N9P5U26SY","C. C. Bailey",3,"This is More Milk, NOT More Milk Plus!","Title and image say ""More Milk Plus""; this is ""More Milk"". Difference is that MMP has fenugreek in it and this doesn't. I found out the issue when I received it; fortunately it works out for me as my baby may be allergic to fenugreek (we're still tracking the source of the reaction down.) Not sure how it works yet, but I'm a bit miffed at getting something that wasn't what I thought I ordered.Doesn't taste particularly nice, but tinctures generally don't; just squirt it down the back of your tongue or add it to 1-2oz of water or juice and it helps.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.481, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.32323, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.4}",-0.251,0.031,0.91,0.059,2,0,554,104
"B000IK6ECK","Motherlove: More Milk Plus Liquid","99.95","AE8S6ZELSUIA7","Di",4,"works well but sweat smells diferent","I've been using this product for over a week after having supply issues at 11months when i started working, it workds for sure, tastes like crap like everyone says, the only weird thing that i haven't read anyone else say is... my armpits smell diferent! like the maplely smell the product has... i tried taking the pills instead and the same thing happens, ut doesn't bother me that much i just find it funny","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.3, 0, 1.5, -1.6, 1.5, 0, 0, 0, 0, -0.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.036, 0, 0, 0, 0, 0, 0, 0, 1.9}",0.867,0.176,0.773,0.05,0,1,409,74
"B00023DDSG","Jobst Ultrasheer 15-20 mmHg Pantyhose","50.00","ALDYXETXBHXIH","Britta ""Britta""",1,"Bad run the FIRST time I wore them!","Having read the previous reviewers' reports warning about how easily this product could develop runs, I was super careful and tried very much to make my expensive pair last. The first time I had this pantyhose on, I got a bad run that ruined this very expensive pair of hosiery! Unbelievable!","{0, 0, 0, 0, 0, 0, -1.4, 0, 0, 1.4, 0, 0, 0, 0, 0, 0, 0, 2.9, 0.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.5, 0, 0, -2.1, 0, 0, 0, 0, 0, 0, 0.8}",-0.223,0.163,0.695,0.142,0,2,292,51
